22	-53.97	-37.1	-34.79	0.69	-4.77	9.1	249.48	8.09	34.8	7.34
23	-21.73	-28.96	-11.8	0.56	-4.04	10.14	248.03	8.89	35.37	9.19
24	14.67	-11.22	-4.6	0.93	-3.2	7.47	249.33	9.06	33.46	9.62
25	59.12	3.05	9.23	0.46	-1.79	7.58	252.7	8.26	29.18	8.46
26	104.82	17	-7.86	0.44	0	6.35	254.85	8.32	22.69	7.35
27	144.24	45.47	-4.51	1.6	-1.11	8.09	260.1	8.06	14	4.85
28	165.85	49.32	3.09	0.5	-1.45	6.29	262.42	7.9	4.18	1.16
29	161.54	45.16	12.89	0.58	-3.12	6.4	264.52	7.25	-2.92	-0.63
30	136.81	41.64	7.03	4.58	-4.88	7.26	266.09	5.9	-9.29	-1.83
31	116.29	3.1	38.89	-3.72	-4.64	4.17	265.98	4.1	-14.41	-2.37
32	63.74	3.38	39.47	4.04	-4.76	6.98	265.09	0.78	-16.82	-1.24
33	7.95	-4	-7.6	-1.78	-1.83	10.49	264.91	1.22	-15.96	-1.22
34	-13.51	-2.92	8.1	0.47	3.22	10.31	263.99	0.8	-14.4	-1.87
35	-28.63	17.82	-6.04	-1.44	4.18	11.57	264.24	1.23	-14.04	-3.53
36	-53.49	10.4	-8.31	0.05	1.28	11.41	264.06	1.3	-10.05	-3.19
37	-43.54	33.92	-21.42	-0.25	2.56	12.81	264.98	2.4	-8.71	-4.72
38	-47.11	29.32	-26.17	-1.47	1.99	9.91	265.53	3.54	-7.35	-5.83
39	-62.33	11.95	3.4	2.52	19.59	-4.04	265.83	2.96	-5.23	-6.1
40	-129.99	16.69	-16.86	-2.73	-3.77	10.54	265.54	3.24	3	-6.42
41	-88.95	-30.85	14.33	0.14	-3.05	10.23	262.61	1.94	9	-5.82
42	-75.93	29.85	-0.21	-1	-4.21	10.88	262.71	1.41	14.59	-7.56
43	-23.14	1.46	4.76	-2.96	-3.85	9.38	263.95	0.57	17.67	-9.06
44	-7.8	-8.03	-0.11	-1.24	-3.59	8.85	262.28	0.62	19.33	-8.31
45	-12.7	-13.6	-0.62	-1.89	-3.52	8.53	262.63	0.1	19.72	-9.22
46	-13.34	-16.81	-3.75	-0.92	-4.15	9.1	261.5	0.49	21.57	-7.29
47	-6.02	-5.89	-1	-1.25	-4.07	9.08	260.59	0.43	23.21	-7.16
48	-4.05	-1.53	0.94	-0.97	-3.81	8.78	259.97	0.75	24.23	-6.04
49	-6.9	-2.36	1.87	-1.17	-3.99	8.78	260.28	0.11	25.13	-7.29
50	-8.13	-5.49	-0.91	-1.1	-4.21	8.8	258.97	-0.12	24.47	-7.62
51	-6.5	-5.87	-2.19	-1.1	-4.2	8.77	258.65	0.08	26.07	-6.85
52	-4.48	-3.05	-1.58	-0.98	-4.35	8.69	258.81	0.31	25.85	-6.06
53	-3.66	-1.95	0.21	-0.92	-4.31	8.77	259.7	0.74	26.78	-4.8
54	-6.56	-2.46	-2.47	-0.71	-4.33	8.65	258.4	0.43	26.23	-5.62
55	-9.79	0.03	-0.25	-0.86	-4.41	8.61	257.7	0.37	27.9	-5.72
56	-11.87	-1.23	-3.95	-0.91	-4.63	8.51	258.26	-0.07	29.1	-6.93
57	-17.46	-3.43	-4.57	-0.85	-3.96	8.49	257.64	0.55	29.18	-5.54
58	-38.2	2.12	5.01	-0.89	-4.94	8.39	257.44	0.89	31.72	-4.18
59	-54.19	6.05	4.87	-1.18	-5.53	8.16	256.48	0.43	33.51	-4.71
60	-79.01	3.03	-18.37	-0.76	-5.31	8.58	256.68	0.69	36.57	-4.97
61	-162.52	-13.73	-38.77	-1.01	-7.18	8.27	248.94	1.11	45.54	-4.85
62	-242.94	30.91	-53.32	-1.29	-11.27	19.48	239.84	2.52	60.86	-3.67
63	-105.07	-22.14	-27.92	2.25	-15.82	7.88	235.81	4.38	67.82	3.95
64	-89.73	-23.64	-64.83	0.05	-11.79	8.36	231.42	7.69	72.01	16.95
65	-26.71	-31.99	-19.03	0.23	-8.08	9.84	229.58	8.61	72.82	21.84
66	144.94	-15.09	-13.87	0.7	0.04	3.87	235.13	9.75	64.98	17.65
67	196.25	13.31	34.96	-0.06	-3.06	8.07	241.43	8.2	53.27	9.26
68	276.73	44.85	8.04	0.8	-6.51	9.29	252.65	8.66	37.5	5.55
69	247.66	58.86	9.92	1.8	-6.13	4.14	258.75	8.67	25.92	2.42
70	209.13	37.31	37.81	1.98	-6.65	6.17	263.67	7.41	16.45	-0.12
71	179.16	12.98	40	1.25	-6.39	4.85	265.1	5.6	7.84	-0.95
72	124.43	-6.91	86.89	-2.52	-7.24	9.73	264.89	1.35	2.49	-1.23
73	111.29	33.76	39.34	1.31	-4.71	10.63	265.38	-0.53	-2.11	-2.64
74	69.14	28.41	-47.15	0.39	-1.61	10.76	267.15	1.66	-5.69	-3.65
75	2.56	18.47	-17.97	-4.49	0.1	7.86	269.03	3.65	-5.66	-6.21
76	-54.65	0.77	35.7	-1.45	2.1	10.47	268.74	1.47	-4.36	-6.69
77	-56.6	11.53	-6.92	0.69	1.24	8.41	268.87	1.15	-2.36	-6.43
78	-267.8	-13.33	-97.27	-3.64	-11.24	19.48	269.26	2.39	1.71	-8.74
79	-139.48	-25.18	-46.59	-7.98	-4.58	11.91	268.33	3.62	11.52	-8.57
80	-75.04	-12.5	-0.67	0.7	-3.62	10.27	267.82	3.24	16.9	-6.72
81	-53.92	2.14	-0.87	-2.3	-3.77	9.63	267.9	2.2	21.44	-8.5
82	-45.2	-29.35	-8.54	-2.12	-5.14	10.42	265.37	2	25.14	-7.59
83	-16.39	-16.15	2.7	-1.06	-4.35	9.31	265.58	2.34	26.15	-5.14
84	-8.13	-8.27	0.35	-0.33	-4.11	9.08	264.4	1.92	25.58	-5.52
85	-9.56	-4.09	2.44	-0.83	-4	8.96	264.93	1.28	25.34	-6.56
86	-9.42	-6.19	0.9	-0.85	-4.25	8.81	263.75	1.63	25.29	-5.05
87	-8.36	-8.11	-0.53	-0.78	-4.15	8.69	263.35	1.46	24.6	-5.06
88	-9.76	-9.76	-8	-0.57	-4.32	8.98	262.93	2.31	25.85	-3.1
89	-15.48	-4.25	-5.17	-0.57	-4.62	8.7	261.63	1.96	27.08	-4.15
90	-12.01	-2.51	-5.54	-0.15	-4.7	8.81	262.23	2.59	28.67	-2.8
91	-8.33	-4.24	-4.33	-0.73	-4.71	8.56	261.49	2.19	29.09	-4
92	-7.65	-2.77	-3.29	-0.32	-4.86	8.52	261.58	3.02	29.55	-2.16
93	-8.38	-1.38	-2.65	-0.47	-4.84	8.47	261.7	2.44	29.99	-3.57
94	-13.27	-0.77	-1.72	-0.34	-4.6	8.46	261.3	3.14	30.32	-1.99
95	-20.38	-2.61	0.27	-0.33	-5.13	8.31	260.3	2.61	30.44	-3
96	-28.53	-2.98	-0.5	-0.2	-5.19	8.15	260.56	2.87	33.11	-1.98
97	-30.75	-1.44	3.89	-0.94	-5.57	8.1	258.67	1.29	35.41	-3.56
98	-49.45	3.68	-3.61	-0.5	-5.85	7.95	259.08	0.82	37.01	-4.37
99	-122.49	19.26	-15.93	-0.25	-5.02	9.33	258.62	1.54	41.63	-4.1
100	-282.17	138.6	-70.87	-1.89	-9.42	8.95	253.49	1.43	58.43	-11.75
101	-73.11	-34.85	2.61	-1.05	-10.79	9.18	246.76	-0.62	63.17	-14.45
102	-49.91	-4.05	-62.26	0.21	-10	8.9	237.99	3.27	65.55	-5.23
103	3.77	-28.56	-16.16	-2.14	-10.64	7.35	236.96	4.4	64.6	-1.93
104	77.64	-33.18	15.93	0.87	-8.93	4.99	239.16	5.13	59.28	0.21
105	91.54	-31.22	-9.96	0.56	-5.43	5.23	241.14	7.16	55.08	4.81
106	155.53	-10.29	5.69	-1.93	-2.78	5.83	246.74	7.23	46.01	3.45
107	216.44	14.25	51.19	-0.48	-3.83	8.39	252.39	5.34	34.02	0.21
108	236.63	31.62	32.6	0.33	-5.46	6.87	261.11	4.91	22.16	-1.04
109	227.74	31.81	50.23	0.84	-6.17	5.96	265.4	3.08	11.29	-3.26
110	176.2	13.77	58.25	-1.09	-6.39	7.27	266.77	0.57	3.29	-4.33
111	153.09	-9.27	24.62	-1.95	-8.12	6.56	266.97	-0.26	-3.76	-4.55
112	90.36	6.46	53.91	-1.99	-5.22	9.41	266.66	-2.64	-7.51	-4.88
113	38.79	0.95	10.62	1.36	-1.84	8.61	266.58	-3.1	-8.38	-4.35
114	5.21	6.67	-27.57	-1.81	0.56	7.36	267.61	-1.49	-7.39	-5.84
115	-46.62	5.73	-2.8	-2.5	2.66	9.41	267.81	-1.47	-5.36	-7.35
116	-67.84	0.58	-20.4	1.38	4.43	9.56	267.69	-1.34	-2.82	-6.25
117	-79.91	0.41	-51.38	-0.6	19.59	4	269.75	1.02	0.28	-6.05
118	-193.98	5.45	-6.65	-3.61	-6.55	12.62	269.69	-0.56	12.46	-7.62
119	-101.79	-19	-13.97	-4.25	-3.27	9.81	270.01	-0.58	19.76	-7.26
120	-79.6	-31.29	-8.79	0.03	-4.38	9.99	268.01	-0.01	24.53	-3.59
121	-57.65	-39.58	-9.42	-0.56	-5.93	10.69	265.48	-0.21	28.43	-2.63
122	-24.43	-27.91	-6.2	-0.21	-4.96	9.16	263.62	0.69	29.1	0.56
123	-16.63	-9.48	-7	-0.86	-4.46	8.77	262.98	0.48	29.35	-0.12
124	-12.24	-4.24	-3.78	-0.27	-4.53	8.58	262.61	0.15	29.24	-1.01
125	-12.48	-1.46	-2.33	-0.51	-4.79	8.42	262.31	0.03	28.75	-1.41
126	-9.66	-2.21	-2.94	-0.28	-4.84	8.54	262.12	-0.09	30.49	-1.83
127	-7.69	-0.33	-0.67	-0.17	-4.91	8.5	261.29	0.22	29.79	-1.07
128	-7.32	-0.41	-1.23	-0.2	-4.8	8.44	261.89	-0.09	31.18	-1.84
129	-8.09	0.99	-0.57	-0.2	-5.07	8.46	261.78	0.35	30.66	-0.98
130	-5.41	0.98	-0.33	-0.27	-5.02	8.32	260.68	-0.27	31.42	-2.44
131	-7.18	1.45	-0.89	-0.33	-5.03	8.35	261.94	0.32	31.01	-1.28
132	-12.28	2.71	-2.19	-0.32	-5.19	8.31	262.62	-0.08	32.5	-2.45
133	-19.32	1.04	-2.71	-0.3	-5.4	8.07	261.8	0.71	33.69	-0.87
134	-31.18	0.04	1.7	-0.21	-5.25	7.83	261.68	-0.1	34.87	-2.42
135	-27.72	-8.7	11.02	-0.65	-5.32	8.89	261.27	-1.09	37.36	-3.39
136	-51.71	-1.34	-11.48	-0.02	-6.04	7.63	259.83	0.12	39.62	-1.01
137	-110.5	20.79	-9.32	-0.15	-6.94	8.77	260.14	0.57	44.62	-1.62
138	-184.46	72.34	-36.05	-1.62	-8.06	17.2	258.04	1.72	55.83	-3.9
139	-29.1	21.28	-8.65	-0.35	-7.7	7.27	258.18	2.18	56.45	-4.37
140	-8.62	-13.34	-38.92	-1.71	-7.12	6.21	254.76	4.17	55.9	-1.28
141	6.97	-34.09	7.22	0.25	-6.97	6.29	253.23	3.5	54.63	-0.8
142	35.98	-39.45	7.99	0.18	-6.5	5.55	250.08	3.53	52.01	1.2
143	67.1	-35.44	16.91	-1.17	-7.09	5.28	251.65	1.9	48.41	0.04
144	77.08	-22.56	14.39	-0.82	-7.45	6.43	251.32	0.62	45.16	-0.7
145	110.15	-12.85	20.12	-0.73	-8.04	4.79	254.44	-0.99	39.96	-2.08
146	102.86	-5.47	10.65	1.67	-8.54	7.51	257.08	-1.09	35.33	-1.35
147	114.42	0.16	-0.41	-0.19	-3.63	7.24	260.42	-0.88	22.97	-1.11
148	110.42	9.45	4.82	2.86	-5.34	7.72	262.31	-0.75	17.88	-0.8
149	98.98	-5.58	17.8	-1.63	-2.86	7.28	262.99	-1.53	13.26	-1.84
150	91.78	-2.89	34.91	1.29	-2.06	8.17	263.01	-3.08	8.28	-0.61
151	100.15	7.91	16.68	-0.7	-1.8	8.48	263.9	-3.87	3.68	-2.18
152	90.03	1.5	24.36	0.59	-2.04	8.52	264.03	-4.95	-0.09	-1.46
153	81.2	-8.8	26.56	-0.47	-1.49	7.75	264.28	-6.23	-3.07	-1.02
154	26.92	-15.55	34.27	0.4	-1.32	9.25	263.96	-8.09	-3.27	-0.37
155	-39.92	-8.47	4.3	2.65	1.38	9.57	262.75	-10.72	-2.28	0.78
156	-37.5	7.6	-38.42	-0.51	3.53	9.5	263.74	-8.71	-1.58	0.27
157	-40.4	16.95	-30.7	-1.19	2.9	8.22	264.49	-7.03	-0.37	-1.35
158	-194.47	54.09	-32.24	-4.35	2.59	12.47	267.3	-5.77	10.14	-5.45
159	-145.77	20.75	-25.92	-7.34	-4.24	9.8	267.82	-5.22	19.88	-7.67
160	-106.12	-22.98	-1.48	1.46	-5.76	10.69	266.6	-5.2	26.92	-5.49
161	-18.65	-17.04	2.54	-0.07	-4.92	9.69	265.16	-4.71	28.06	-2.98
162	-9.83	1.65	1.73	0.08	-3.45	7.8	265.12	-5.03	26.88	-3.32
163	-6.07	-1.1	-0.05	-0.62	-4.28	9.03	265.95	-5.4	26.3	-4.08
164	-8.93	-0.7	-1.68	-0.61	-3.86	8.8	266.51	-5.36	25.48	-3.98
165	-8.21	-5.4	-6.22	-0.71	-4.28	9.07	265.09	-5.31	27.09	-4.28
166	-3.8	-4.57	-3.63	-0.8	-4.3	8.85	264.6	-5.64	26.57	-5.13
167	-2.88	0.11	0.53	-0.68	-4.34	8.68	264.81	-5.08	26.79	-3.69
168	-0.16	0.01	-0.21	-0.48	-4.19	8.69	265.35	-5.62	27.33	-5.08
169	-1.96	-2.63	-2.98	-0.72	-4.35	8.77	264.82	-5.17	26.34	-4.07
170	0.34	-3.26	-2.76	-0.67	-4.33	8.72	265.05	-5.23	27.52	-4.47
171	2.33	-3.15	-2.56	-0.49	-4.3	8.81	265.41	-4.49	27.09	-2.75
172	-2.61	-1.23	-1.7	-0.45	-4.36	8.66	264.41	-4.73	26.23	-3.38
173	-2.96	-0.89	-0.91	-0.47	-4.5	8.7	264.7	-4.51	27.65	-3.03
174	-1.29	0.95	1.66	-0.59	-4.27	8.62	264.35	-5.01	26.67	-3.94
175	-9.63	0.11	-0.31	-0.6	-4.23	8.64	264	-5.07	28.38	-4.24
176	-14.79	0.3	-2.12	-0.38	-4.85	8.52	264.97	-5.31	28.13	-4.81
177	-11.96	3.94	-5.71	-1.19	-4.19	8.5	264.69	-4.83	30.02	-4.58
178	-25.35	1.49	0.85	0.03	-4.93	8.51	263.47	-4.34	31.57	-3.15
179	-20.95	2.77	14.62	-0.87	-5.02	8.17	263.64	-5.64	31.79	-4.77
180	-56.08	-6.38	5.84	-0.99	-4.15	9.56	262.88	-5.46	35.57	-3.58
181	-133.51	-2.23	-38.26	-0.83	-6.63	10.43	257.68	-3.27	41.79	-1.76
182	-99.95	-35.57	4.48	-0.53	-8.91	9.74	252.2	-3.08	47.66	0.03
183	-85.09	-37.99	-82.37	-0.31	-10.54	9.08	239.43	2.96	52.58	10.14
184	-77.62	-36.22	-40.69	-0.82	-9.47	9.58	232.32	4.75	57.29	14.34
185	-41.12	-10.65	-41.05	-0.2	-5.95	7.61	227.01	6.99	58.75	18.13
186	22.35	4.5	-21.76	2	-2.96	5.68	225.69	7.87	56.45	18.26
187	81.89	19.5	-68.42	0.78	-3.04	5.78	228.32	11.71	51.37	20.84
188	140.46	36.72	-7.05	-0.74	-4.71	5.77	236.76	10.32	42.48	15.18
189	166.5	62.34	5.2	-0.62	-6.87	6.12	252.7	7.07	26.67	6.24
190	151.41	64.26	26.4	2.3	-7.17	7.2	257.24	5.22	19.42	2.5
191	126.77	47.87	50.59	2.91	-5.57	8.58	259.6	2.8	13.61	0.06
192	119.9	51.42	-38.9	2	-5.88	7.09	264.63	4.69	8.3	-1.54
193	92.64	78.53	-14.29	0.55	-3.63	9.01	267.2	5.82	4.32	-5.07
194	56.21	34.98	-24.02	0.56	-3.93	10.1	269.93	7.21	2.4	-6.66
195	18.17	25.56	-32.07	-2.05	-2.36	9.76	271.55	9.03	2.53	-8.09
196	-26.7	17.05	-26.28	-1.66	-2.06	19.48	272.65	10.2	5.32	-8.22
197	-147.22	-60.75	-15.14	-3.13	-3.32	11.42	270.78	10.85	15.15	-5.34
198	-134.45	-16.13	-30	-2.61	-4.93	10.74	269.36	12.06	24.24	-1.9
199	-73.86	-14.92	-11.84	-1.53	-7.51	11.48	267.74	11.48	30.41	-2.28
200	-11.31	-26.52	-4.95	-0.49	-4.3	9.14	265.6	11.71	30.2	-0.67
201	-4.6	-13.01	-2.21	-0.78	-4.02	8.86	265.4	11.59	29.34	-0.62
202	-5.9	-10.89	-2.27	-0.37	-3.91	8.86	264.99	11.42	28.57	-0.76
203	-6.41	-8.27	-3.14	-0.39	-3.79	8.79	264.22	11.44	27.76	-0.79
204	-15.91	-7.39	-5.59	-0.43	-3.78	8.98	264.33	11.56	27.46	-0.71
205	-6.96	-4.17	-2.35	-0.15	-4.45	8.82	264.51	11.75	26.64	-0.5
206	-1.08	1.64	-3.22	-0.21	-4.14	8.78	264.04	11.5	25.74	-1.78
207	2.17	0.88	-0.97	-0.23	-4.26	8.83	263.75	11.89	24.62	-1.26
208	0.25	1.33	-1.58	-0.37	-4.04	8.85	263.77	11.56	23.71	-2.51
209	-1.75	2.84	-1.77	-0.22	-4.34	8.77	263.63	11.85	24.96	-1.82
210	-3.75	5.39	-0.83	-0.32	-4.35	8.58	263.93	11.72	23.94	-2.81
211	-2.91	-0.89	-2.84	-0.67	-4.26	8.87	264.16	11.27	24.35	-4.16
212	-3.24	-1.21	-3.63	-0.44	-4.22	8.71	264.2	11.92	25.18	-2.56
213	-8.3	-4.89	-12.11	-0.28	-4.23	8.93	264.24	13.08	25.23	-0.66
214	-4.01	52.29	-112.98	1.38	-4.98	8.15	266.56	18.8	25.71	0.93
215	2.56	55.78	-134.16	-0.2	-4.42	8.55	266.8	26.39	24.66	0.54
216	-2.34	50.37	-94.55	-0.1	-4.76	8.58	269.58	32.03	24.65	1.54
217	0.97	54.66	-94.35	-0.38	-4.84	8.62	271.48	37.29	22.35	-0.26
218	4	62.35	-109.41	-0.11	-4.97	8.61	272.64	43.65	20.59	-0.78
219	2.76	61.89	-108.1	-0.28	-4.88	8.47	276.55	51.24	18.1	0.52
220	2.98	52.25	-91.31	0.05	-4.5	8.65	278.06	57.11	16.05	0.27
221	-3.39	40.37	-74.92	-0.23	-4.88	8.58	278.75	61.8	12.97	-1.1
222	4.62	23.81	-39.56	-0.24	-5.81	8.44	280.04	64.36	11.85	-1.5
223	42.19	-0.52	-8.78	0.01	-3.92	8.48	279.01	65.48	10.11	-2.42
224	6.8	5.5	3.4	-1.16	-4.25	8.53	279.37	65.72	8.72	-3.22
225	3.42	0.25	0.67	-0.33	-4.34	8.7	280.27	65.92	8.49	-2.79
226	2.56	0.12	-0.55	-0.4	-4.14	8.74	279.22	66.15	7.96	-2.69
227	1.14	-1.48	-0.71	-0.4	-4.26	8.74	279.86	66.01	8.72	-2.34
228	0.99	-1.15	-0.7	-0.4	-4.31	8.78	280.06	66.16	7.83	-2.79
229	-0.16	-1.86	-0.83	-0.43	-4.21	8.78	278.86	65.97	8.45	-2.7
230	-3.4	-1.3	-1.5	-0.63	-4.38	8.82	279.01	66.2	8.45	-2.14
231	-12.11	-25.96	-14.8	-0.7	-2.18	9.4	277.98	66.43	8.28	-2.19
232	-76.24	-75.66	-45.21	-2.81	-8.36	16.16	275.36	66.48	12.86	1.24
233	2.47	-16.84	6.05	0.94	-4.3	11.46	275.74	65.96	13.23	1.82
234	25.19	4.55	-19.26	1.09	-2.14	10.91	275.77	67.63	12.45	2.76
235	48.14	8.3	-22.04	-0.09	-1.37	10.31	275.5	69.6	10.7	2.94
236	62.61	9.78	-2.63	0.03	-0.58	11.23	277.54	70.54	8.24	2.2
237	87.03	20.51	9.56	0.56	-1.03	10.76	278.13	70.95	5.33	1.04
238	107.1	13.59	9.91	1.06	-2.65	9.33	278.95	70.98	4.02	1.56
239	102.16	4.57	19.91	-0.56	-2.87	7.92	279.72	70.06	2.1	0.82
240	98.13	4.2	34.18	0.71	-2.44	7.05	278.88	68.21	0.68	0.75
241	94.35	14.88	21.87	0.5	-1.89	7.13	279.25	66.96	-1.05	0.45
242	77.71	18.71	10.25	0.68	-1.58	6.8	279.69	66.24	-2.7	-0.05
243	52.26	4.79	6.48	0.45	-1.67	5.63	279.02	65.77	-3.82	-0.35
244	-0.77	-22.18	30.82	0.27	-1.23	7.25	279.11	64.42	-2.09	1.14
245	-36.17	-28.19	33.3	1.38	0.46	8.78	277.45	62.72	1.45	4.02
246	-55.99	-19.86	3.4	0.95	1.26	11.65	277.1	62.77	4.59	6.27
247	-81.62	-24.92	22.48	-2.93	1.11	10.7	276.54	62.47	6.24	6.19
248	-122.04	-35.58	69.32	11.14	-6.55	19.48	272.84	58.35	12.53	8.59
249	-71.69	91.73	0.1	-19.49	-6.18	13.99	279.65	58.59	8.9	1.79
250	-75.49	28.24	5.27	-1	-1.94	9.25	281.99	58.33	8.39	-1.45
251	-70.27	26.84	-7.38	-1.24	-3.82	10.24	283.6	58.44	10.51	-1.52
252	-43.68	12.36	7.65	-2.31	-4	9.53	285.51	57.6	10.04	-4.11
253	-21.52	-3.58	2.58	-0.67	-4.22	9.99	286.91	56.69	12.4	-3.5
254	-4.73	10.28	7.65	-0.53	-3.54	9.03	287.84	56.64	10.87	-4.91
255	-11.85	3.03	3.76	-1.08	-3.66	8.89	287.74	56.35	9.73	-6.47
256	-11.45	-16.33	-3.89	-1.19	-3.93	9.18	286.96	56.18	9.95	-5.85
257	-4.43	-4.57	-0.27	-0.59	-3.79	8.85	287.35	56.28	10.67	-4.44
258	-1.26	-2.42	1.3	-1.59	-3.58	8.54	286.55	56.25	9.41	-5.42
259	-3.12	-6.31	-1.29	-1.39	-3.88	8.85	287.1	56.13	8.5	-6.36
260	-1.92	-10.59	-2.6	-1.21	-3.84	9.16	286.45	56.06	7.65	-7.03
261	-0.52	-8.15	-3.94	-1.09	-3.9	8.88	285.64	56.25	7.22	-6.59
262	-2.67	-12.93	-5.07	-0.97	-3.97	8.93	285.9	56.09	8.79	-5.69
263	-7.53	-8.5	-4.71	-0.53	-4.12	8.86	284.48	56.1	10.45	-4.13
264	-9.26	-2.34	-1.43	-0.56	-4.11	8.71	284.02	56.29	10.96	-3.02
265	-14.57	-1.75	1.15	-0.53	-4.34	8.74	283.34	55.92	10.16	-4.39
266	-14.19	-1.39	-3.7	-0.68	-4.49	8.73	283.86	55.66	11.41	-4.39
267	-16.45	3.82	-1.24	-0.09	-4.57	8.66	284.62	55.63	13.13	-3.17
268	-19.35	-2.85	-4.88	-1.15	-4.25	8.54	284.3	55.32	13	-4.42
269	-39.93	-1.93	1.26	-0.87	-4.68	8.34	285.38	54.61	15.79	-2.87
270	-83.97	1.96	4.15	-1.43	-5.56	8.7	288.22	53.26	18.91	-2.23
271	-245.24	74.62	-57.99	-0.21	-10.04	18.02	294.86	50.6	27.68	-2.94
272	11.54	2.84	-61.98	-0.81	-5.83	9.7	295.37	53.48	29.84	2.83
273	39.35	-20.39	-13.34	-2.26	-7.02	8.07	292.29	54.63	28.03	3
274	72.13	-22.44	8.25	1.67	-5.22	5.15	293.59	55.94	26.31	4.71
275	108.39	-21.59	6.81	-0.55	-2.5	6.21	287.51	57.69	22.44	4.73
276	145.37	5.6	5.92	-0.39	-2.6	6.88	285.65	59.95	16.43	3.42
277	174.22	22.47	20.54	0.11	-3.72	7.1	281.48	60.87	9.23	0.57
278	183.23	24.22	36.82	-0.17	-5.56	7.09	282.1	60.13	3.63	-1.43
279	161.03	17	44.19	0.27	-5.45	9.42	281.3	58.02	-0.93	-2.41
280	149.41	21.67	30.51	0.26	-5.42	6.93	280.05	56.43	-5.59	-3.44
281	80.97	6.05	16.83	-0.24	-6.01	10.04	280.48	55.45	-7.47	-3.51
282	41.43	-0.28	-13.92	-0.32	-1.01	10.64	279.28	56.03	-7.76	-3.31
283	20.86	7.46	-11.51	-1.46	2.65	8.05	279.65	56.51	-10.05	-4.65
284	-35.93	-8.97	32.24	-0.39	1.58	9.84	279.64	54.66	-8.52	-3.01
285	-55.25	-10.35	-11.97	1.3	0.91	8.36	279.75	54.85	-5.02	-1.04
286	-71.87	8.2	-81.67	-0.66	19.56	1.27	282.18	58.99	-3.99	-1.92
287	-177.6	-2.94	-32.95	-1.67	-4.94	11.11	282.97	60.62	2.38	-0.98
288	-90.19	2.48	-0.76	-1.61	-5.16	11.01	284.65	60.18	5.42	-1.41
289	-57.12	-7.92	7.99	-1.77	-9.85	9.86	283.84	59.15	7.15	-2.37
290	-12.46	-11.61	2.02	-0.33	-4.03	9.24	284.53	58.63	8.8	-1.73
291	-3.58	-10.2	-1.62	-0.58	-3.86	9.03	283.49	58.31	9.18	-2.13
292	0.16	5.73	2.66	-0.67	-3.85	8.99	284.39	58.04	9.1	-3.09
293	-3.26	6.62	3.75	-1.29	-3.78	8.88	285.35	57.86	7.71	-4.96
294	-3.49	3.78	2.9	-1.17	-3.69	8.77	284.63	57.83	8.76	-3.8
295	-0.23	-2.7	0.08	-1.17	-3.77	8.84	285.33	57.35	7.23	-6.36
296	-1.93	-9.21	-3.1	-0.94	-3.98	8.81	284.01	57.24	8.95	-5.02
297	-7.11	-8.9	-2.28	-0.75	-3.99	8.88	285.23	57.06	8.32	-5.84
298	-2.99	-4.14	-4.34	-0.86	-3.76	8.84	284.87	57.02	9.91	-4.57
299	-7.63	-2.85	-4.07	-1.06	-3.89	8.81	283.1	57.09	11.65	-3.11
300	-12.12	-1.32	-5.25	-0.73	-4.39	8.87	283.77	57.16	10.8	-4.3
301	-8.9	4.26	-5.99	-1	-4.08	8.47	283.95	57.42	9.52	-5.84
