68	-137.91	16.55	24.78	0.79	-0.77	11.63	260.09
69	-85.58	26.51	19.8	-0.02	-0.7	10.21	260.17
70	-59.24	0.77	1.72	0.29	-1	10.15	259.63
71	-54.05	-11.68	1.55	0.63	-1.14	9.99	259.45
72	-47.92	-9.94	2.87	-0.25	-3.16	11.38	258.91
73	-19.37	-23.07	-0.59	1.1	-1.62	10.42	258.32
74	-4.56	-10.09	-1.79	0.88	-1.55	10.14	256.92
75	-0.22	0.38	-0.73	0.74	-1.48	9.92	257.71
76	1.59	4.44	-0.47	0.47	-1.46	9.84	257.5
77	2.93	0.03	-1.45	0.5	-1.43	9.76	257.64
78	4.03	-2.8	-2.7	0.7	-1.31	9.72	257.47
79	3.24	-3.81	-2.59	0.46	-1.3	9.8	257.73
80	4.63	-0.91	-3.12	0.4	-1.31	9.7	258.14
81	9.29	-5.03	-5.49	0.72	-1.3	9.79	257.55
82	7.11	-3.8	-4.16	0.59	-1.04	9.69	256.96
83	3.17	-2.32	-2.01	0.66	-1.04	9.69	257.87
84	2.22	-1.54	-1.44	0.68	-1.14	9.8	257.55
85	2.5	-1.15	-1.67	0.75	-1.09	9.8	257.97
86	2.94	-1.57	-1.39	0.73	-1.01	9.81	257.55
87	3.03	-0.8	-1.58	0.76	-1.1	9.85	258.1
88	3.62	-0.69	-1.08	0.63	-0.98	9.77	258.03
89	2.52	0.45	-1.24	0.99	-0.99	9.87	258.47
90	-0.7	-3.54	-1.01	-0.17	-0.97	9.82	257.86
91	-4.36	-16.04	-3.64	0.89	-0.99	9.76	257.02
92	-3.88	-8.75	-3.12	0.77	-1	9.7	257.13
93	-4.07	-13.83	-5.23	0.92	-1.18	9.77	256.31
94	-5.86	-13.69	-6.69	1.41	-1.23	9.81	257.37
95	-9.11	-1.01	-3.4	1.25	-1.05	9.84	256.26
96	-13.5	6.22	-1.88	1.23	-1.03	10	256.5
97	-28.55	5.51	-2	0.89	-1.54	10.18	255.36
98	-38.78	5.13	4.04	1.31	-1.69	10.6	255.92
99	-38.57	7.58	2.33	2.24	-1.58	11.85	256.27
100	6.8	-51.13	-25.65	3.59	-1.32	10.29	255.03
101	12.71	-62.37	-41.24	0.24	-1.43	9.37	252.85
102	-4.9	-52.36	5.84	0.62	-0.99	9.62	251.27
103	-16.2	-43.75	12.22	2.73	0.11	10.35	248.41
104	-21.75	-31.29	-18.7	2.59	0.19	10.08	247.63
105	-31	-18.6	-36.62	1.23	-0.98	11.03	247
106	-23.57	3.04	-15.94	1.77	-0.69	10.02	246.32
107	-21.91	1.44	-14.32	3.7	-0.38	10.47	247.14
108	-14.46	1.92	-22.16	2.23	-1.43	10.86	246.85
109	-1.65	11.04	-12.29	2.39	-1.82	10.98	247.4
110	10.9	22.14	-16.87	2.62	-2.31	10.61	246.74
111	23.48	26.86	-22.63	2.56	-2.77	8.78	248.26
112	25.22	40.78	-29.01	2.23	-3.36	9.86	249.71
113	43.53	44.81	-17.27	2.75	-2.27	7.18	251.73
114	49.25	34.2	-16.88	2.82	-1.38	7.27	254.74
115	60.94	35.38	-2.56	1.29	-1.02	6.85	254.69
116	72.78	38.65	15.75	2.41	-0.92	7.19	256.51
117	83.52	35.25	11.44	1.95	-1.55	7.74	257.56
118	80.74	28.81	18.8	1.45	-1.44	7.73	258.86
119	67.02	30.71	23.01	1.28	-0.97	9.03	259.88
120	71.04	31.58	26.38	1.75	-0.66	9.99	260.45
121	74.81	25.33	10.7	2.09	-0.45	9.25	261.3
122	53.11	14.41	8.22	0.93	-0.34	9.9	261.23
123	35.3	15.58	23.12	0.14	0.57	8.72	261.46
124	10.1	1.85	26.7	1.55	0.84	8.93	261.4
125	-9.67	-1.77	22.23	1.53	1.23	10.1	261.51
126	-11.57	-9.23	0.43	1.12	2.67	10.31	260.49
127	-24.42	25.17	-8.46	-0.12	2.85	9.92	261.44
128	-18.17	12.24	-0.11	0.4	3.59	10.29	261.71
129	-20.18	10.27	-13.07	-0.35	3.01	9.99	261.66
130	-18.32	0.29	8.86	-1.58	2.5	9.53	261.8
131	-36.17	1.97	25.38	-1.03	2.91	8.34	261.45
132	-75.98	-0.74	27.4	0.1	2.23	8.87	259.63
133	-103.68	-5.89	18.28	1.21	0.69	10.43	258.84
134	-101.17	7.75	12.95	1.09	-1.47	11.41	259.44
135	-63.96	1.7	4.13	-1.3	-1.93	11.72	258.24
136	-11.94	4.59	-3.54	-0.56	-1.15	10.21	258.11
137	-4.6	-12.35	-2.49	-0.33	-0.89	9.46	257.66
138	-10.35	-31.61	-3.55	0.24	-1.48	10.27	256.34
139	0.87	-28.95	-2.05	0.33	-1.33	10.43	255.5
140	2.88	-16.9	-2.63	1.32	-1.12	9.96	255.6
141	1.19	-3.38	-0.68	0.86	-1.13	9.87	255.02
142	2.63	1.12	-0.67	0.81	-1.02	9.75	256.05
143	2.21	-0.11	-1.15	0.74	-0.97	9.7	256
144	2.95	-1.36	-1.37	0.56	-1.06	9.69	258.43
145	3.12	-3.79	-1.64	0.78	-1.05	9.72	255.34
146	4.05	-3.82	-2.53	0.44	-0.94	9.72	255.36
147	2.97	-6.61	-2.63	0.91	-1.04	9.78	255.18
148	4.5	-1.39	-2.62	0.94	-0.9	9.74	255.44
149	3.79	1.72	-2.98	0.57	-0.86	9.74	255.48
150	3.81	-0.53	-3.16	0.77	-0.92	9.85	255.79
151	2.78	2.37	-3.12	0.82	-0.92	9.81	255.79
152	2.39	-3.45	-2.73	0.47	-0.81	9.76	255.48
153	-0.15	-6.87	-2.6	0.11	-0.67	9.75	255.27
154	-5.48	-17.18	-5.2	0.12	-0.63	9.7	254.61
155	-9.56	-28.56	-9.56	1.02	-0.57	9.89	253.8
156	-23.74	-17.75	-7.34	1.25	-0.76	10.6	252.9
157	-47.35	-21.97	-2.92	1.13	-0.93	10.23	252.31
158	-70.73	-38.19	4.19	2.16	-0.81	9.27	249.99
159	-69.27	0.67	-0.87	-0.67	-1.26	11.9	250.56
160	-22.82	-4.37	-10.65	4.04	0.73	8.94	249.49
161	-31.67	-27.6	-40.08	0.96	-0.39	9.13	248.66
162	-44.91	-21.9	-15.11	0.47	-1.67	10.91	247.34
163	-39.59	-10.01	-1.84	1.86	-1.67	10.54	246.35
164	-37.71	-13.06	-14.08	3.85	-2.09	10.76	245.02
165	-29.43	-15.27	-25.26	2.51	-3.39	9.99	244.84
166	-24.67	-14.68	-10.56	2.96	-4.14	10.23	243.63
167	-15.38	-13.65	-8.52	2.66	-4.42	10.08	243.18
168	-9.14	-4.3	-6.23	2.2	-3.88	9.94	243.13
169	7.01	7.38	-11.44	2.37	-3.4	9.2	244.34
170	23.91	13.31	-15.95	2.07	-2.71	8	244.87
171	38.34	21.75	-13.51	1	-3.16	9.17	245.32
172	63.17	30.02	-5.84	1.87	-2.39	8.5	248.31
173	75.68	26.96	-13.04	2.04	-2.19	8.97	249.73
174	90.04	31.21	-6.99	1.89	-1.99	8.54	252.45
175	98.76	36.07	-7.81	2.06	-1.43	7.63	254.25
176	104.69	36.36	-11.65	1.65	-1.9	6.89	256.52
177	104.75	34.76	-6.65	1.75	-2.29	6.27	258.08
178	94.11	26.99	-1.02	2.26	-2.24	7.59	260.21
179	82.57	25.98	11.42	0.58	-2	6.9	260.35
180	61.45	22.5	26.11	2.09	-1.58	8.24	260.7
181	55.13	8.72	7.8	1.89	-0.91	8.61	261.11
182	41.71	6.6	13.76	-0.23	-0.58	8.93	261.18
183	34.83	8.98	26.63	1.69	0.67	9.53	261.19
184	32.96	9.98	18.24	0.14	1.81	9.39	260.76
185	28.42	9.38	34.86	-0.87	2.46	10.29	260.86
186	22.1	18.56	42.52	2.08	3.05	10.53	260.43
187	10.47	7.73	28.7	1.1	3.3	9.53	260.68
188	-13.57	3.77	25.65	-0.11	3.66	10.92	260.01
189	-16.13	7.37	18.87	0.89	4.37	9.55	260.26
190	-34.74	4.92	16.84	0.86	3.81	11.36	259.35
191	-21.8	24.53	3.33	2.08	4.57	8.55	259.57
192	-41.66	7	-10.63	0.44	2.59	8.27	259.63
193	-71.72	25.23	-1.12	0.63	7.13	10.51	259.89
194	-115.61	20.6	3.31	1.34	1.11	9.84	260.01
195	-85.19	18.23	-2.46	-1.11	-0.83	10.79	259.33
196	-59.27	1.58	1.64	-0.86	-0.59	10.5	259.91
197	-48.45	-3.38	2.68	0.79	-1.16	10.45	259.03
198	-39.22	13.66	0.46	-0.38	-1.86	10.87	259.59
199	-15.85	0.77	-1.4	-0.44	-1.08	10.99	258.75
200	-9.31	2.36	0.37	-0.03	-1.43	10.06	259.03
201	-5.8	5.57	0.79	-0.47	-0.96	9.26	259.2
202	-4.04	-9.82	-1.27	-0.46	-1.79	10.58	258.84
203	0.94	-10.89	-2.33	0.07	-1.44	9.99	258.75
204	4.09	-3.08	-2.07	-0.11	-1.32	9.82	259.48
205	5.42	-0.76	-2.78	0.06	-0.94	9.64	259.19
206	4.43	-0.68	-3.73	0.19	-1.14	9.94	258.38
207	5.09	-3.38	-5.11	-0.28	-0.9	9.89	259.51
208	2.94	-3.87	-4.87	-0.31	-1.07	9.72	258.95
209	-1.16	-7.04	-4.47	-0.41	-1.13	9.71	258.86
210	1.41	-7.63	-3.63	0.27	-1.07	9.85	258.48
211	-0.06	-3.6	-2.78	0.11	-1.09	9.7	258.16
212	-1.86	-1.01	-1.73	-0.2	-1.07	10	258.08
213	0.51	-4.5	-2.27	-0.2	-0.96	9.62	257.82
214	0.17	-12.49	-1.79	0.44	-1.17	9.92	257.89
215	1.68	-9.69	-1.74	0.41	-1.09	9.94	257.03
216	2.65	-4.09	-1.59	0.67	-0.93	9.84	257.65
217	-0.7	-8.15	-1.6	0.1	-0.99	9.62	257.45
218	-0.43	-16.84	-3.68	0.41	-1.01	9.96	256.57
219	-1.68	-14.29	-3.82	0.75	-1	9.91	256.3
220	-4.62	-10.46	-3.37	0.69	-0.95	9.99	256.08
221	-9.69	-8.72	-3.32	0.47	-0.98	10.21	256.13
222	-21.78	-4.09	1.01	0.33	-1.21	10.58	255.62
223	-16.37	-26.34	6.26	0.19	0.33	11.44	254.33
224	7.48	-38.91	-15.96	0.6	-0.09	9.95	253.86
225	5.13	-30.21	-16.55	1.89	-0.35	9.54	253.12
226	-12.67	-26.51	-13.28	2.06	0.98	9.78	252.2
227	-12.93	-16.46	-1.78	1.23	0.76	9.61	251.35
228	-18.3	-11.49	13.69	1.71	0.01	10.53	250.44
229	-19.09	-18.03	4.55	3.08	-0.4	11.07	249.9
230	-18.53	-20.01	-17.25	0.5	-1.55	11.48	248.96
231	-22.52	-16.49	10.98	0.68	-1.46	10.38	248.78
232	-22.43	-19	13.3	0.99	-2.23	10.77	248.42
233	-11.75	-17.41	27.42	0.9	-2.75	9.69	246.37
234	-6.06	-19.66	44.54	1.34	-3.26	9.58	245.87
235	8.37	-20.82	52.31	1.13	-3.72	9.79	245.12
236	19.48	-21.85	65.9	1.4	-4.49	9.92	244.93
237	22.18	-24.24	72.44	1.29	-3.94	8.89	244.25
238	23.12	-25.47	73.81	1.8	-3.46	8.8	243.23
239	31.21	-27.3	69.82	0.67	-2.84	8.32	243.35
240	31.35	-23.99	77.45	0.17	-2.41	8.61	242.11
241	46.1	-14.19	83.64	-0.44	-1.84	8.42	242.65
242	60.38	-2.88	93.78	0.66	-1.35	8.25	242.06
243	67.77	3.28	78.43	-0.08	-2.09	8.07	243.02
244	74.37	12.07	79.13	0.27	-2.78	7.61	244.13
245	75.61	16.06	81.84	0.56	-3.5	8.15	245.16
246	71.92	17.1	72.63	1.39	-3.29	7.95	246.24
247	65.57	14.34	77.86	1.48	-3.15	7.93	246.22
248	62.2	8.01	85.08	1.87	-2.63	8.17	246.81
249	58	4.44	89.9	1.74	-1.57	8.99	246.38
250	53.02	5.21	91.62	2.92	-0.78	9.54	247.18
251	48.86	11.05	77.1	1.63	-1.03	9.89	246.8
252	36.3	17.69	74.47	3.11	-0.29	9.19	247.49
253	27.26	20.23	64.62	2.2	0.73	9.89	247.33
254	18.7	10.27	59.54	2.45	1.23	10.07	247.75
255	13.87	14.81	52.29	2.2	2.16	9.95	247.84
256	16.47	16.73	41.39	2.33	2.75	9.47	248.06
257	14.23	16.97	29.59	2.22	2.16	8.7	249.05
258	4.09	10.26	27.67	2.92	2.37	9.88	248.72
259	-5.77	14.09	23.39	2	1.52	10.07	249.82
260	-7.53	7.38	32.66	2.51	2.64	9.19	248.6
261	-20.7	6.18	16.44	1.46	1.89	10.41	249.55
262	-17.95	7.85	9.76	0.48	2.3	9.92	249.15
263	-15.08	11.15	10.71	1.24	2.75	9.69	248.97
264	-18.49	12.23	9.07	1.08	1.53	9.34	249.65
265	-17.47	11.26	13.78	1.51	0.3	9.27	249.38
266	-26.73	26.36	3.02	0.99	0.79	10.11	250.14
267	-35.16	22.45	-2.67	-0.67	1.5	9.99	249.52
268	-52.67	13.82	7.58	1.11	-0.12	10.57	249.81
269	-45.79	4.42	6.47	0.48	-0.33	10.02	248.9
270	-37.29	5.45	3.82	0.85	-0.67	10.53	249.09
271	-28.52	16.09	-0.76	0.52	-0.84	10.71	247.73
272	-14.14	9.17	-3.68	0.19	-0.63	9.65	249.02
273	-19.52	8.09	-0.73	-0.1	-2.47	11.37	248.06
274	-3.82	5.27	-3.34	0.54	-1.06	9.56	248.79
275	-3.18	6.13	-4.37	0.1	-0.5	10.19	248.98
276	-1.67	4.43	-4.16	0.32	-1	10	249.26
277	1.71	2.14	-1.61	-0.11	-0.88	9.89	249.07
278	2.8	-3.24	-1.32	0.11	-1.04	10.07	249
279	1.81	-0.38	-0.84	0.09	-0.88	10.46	249.63
280	6.99	6.69	-1.34	0.61	-0.71	9.66	249.48
281	5.52	6.79	-3.69	0.3	-0.6	9.29	249.9
282	-0.31	0.25	-1.61	0.19	-0.56	9.69	249.12
283	1.37	-1.84	-3.07	-0.36	-0.91	9.92	249.73
284	-2.01	-8.88	-1.18	-0.21	-0.47	9.78	249.19
285	-4.96	-12.07	1.22	0.19	-0.87	10.13	249.34
286	-5.43	-11.65	3.49	0.41	-0.73	9.85	248.36
287	-5.21	-9.3	1.41	0.11	-0.86	9.78	247.02
288	-6.85	-9.01	-0.02	0.68	-0.98	9.79	248.12
289	-5.29	-3.38	0.32	0.22	-0.93	9.78	247.09
290	-4.17	-4.8	-0.11	0.37	-1.2	10.09	247.13
291	-4.21	0.88	1.58	0.28	-1.01	9.78	246.43
292	0.16	0.16	0.56	0.55	-0.94	9.77	247.38
293	4.38	0.53	-0.07	0.2	-1.34	9.77	246.81
294	3.9	1.67	2.2	0.2	-1.4	9.87	247.48
295	7.73	1.51	-0.09	0.65	-1.2	10.18	248.7
296	14.63	5.29	0.31	-0.12	-1.44	10.52	250.07
297	25.96	6.27	2.14	-0.12	-0.83	10.14	248.78
298	32.39	17.17	18.17	-2.87	-0.85	11.11	250.87
299	52.26	-5.36	45.75	-1.98	1.93	11.02	252.22
300	45.57	-4.51	35.11	-0.48	0.84	9.7	253.76
301	21.95	-12.65	35.6	0	-0.4	10.3	253.57
302	9.06	-28.24	54.88	-1.34	0.96	10.86	252.05
303	8.06	-23.64	85.44	-0.92	1.37	10.68	251.35
304	11.93	-24.02	92.32	-0.51	2.39	11.26	252.03
305	17.08	-18.17	88.52	-0.55	1.26	11.03	251.98
306	18.5	-16.85	91.19	-0.37	1.42	11.02	251.51
307	20.33	-5.48	75.46	0.89	0.99	11.92	252.55
308	23.62	-0.39	53.73	1.14	1.56	9.78	253.22
309	34.67	3.72	49.89	2.03	1.43	8.11	253.93
310	41.44	7.45	42.83	1.19	0.96	6.79	256.76
311	43.31	12.6	42.71	0.59	0.65	6.39	257.51
312	48.68	24.85	43.72	1.47	1.26	4.89	259.2
313	51.44	28.35	30.92	1.57	0.15	5.4	260.32
314	50.4	27.54	39.35	1.88	-0.48	6.36	262.2
315	47.09	24.37	50.58	2.48	-0.09	7.25	263.55
316	39.81	16.09	46.43	0.63	-0.43	8	263.34
317	27.18	19.24	53.94	1.8	1.54	8.14	265.13
318	17.81	16.38	23.93	1.73	1.87	8.58	265.25
319	7.48	14.2	32.59	0.69	2.83	8.8	265.9
320	2.34	17.36	31.95	2.24	3.23	9.57	267.24
321	-3.7	10.21	24.26	1.19	2.38	9.27	267.11
322	-17.98	14.09	26.15	1.36	3.83	9.53	268.14
323	-26.74	6.98	15.62	1.53	3.6	10.06	267.99
324	-35.55	-7.05	4.97	1.29	4.14	9.81	268
325	-47.1	11.62	13.06	-0.2	4.52	10.21	267.99
326	-55.76	25.17	14.53	-0.47	3.83	9.77	269.31
327	-51.1	-8.23	8.99	1.52	3.41	11.86	268.19
328	-86.73	21.24	22.76	2.98	1.41	9.24	269.98
329	-78.22	24.27	7.84	-1.85	-0.93	10.17	270.65
330	-58.42	-3.19	6.92	1.08	-0.7	10.56	270.53
331	-47.45	2.63	4.87	0.7	-0.94	10.48	270.22
332	-40.72	7.02	2.63	0.36	-1.17	10.4	271.55
333	-23.79	-1.21	-0.81	0.48	-0.91	10.01	271.23
334	-19.16	-3.7	-2	0.37	-1.07	9.78	270.05
335	-23.28	-12.14	0.47	0.41	-1.24	9.95	270.12
336	-3.7	-7.38	-0.3	1.1	-1.31	10.04	269.89
337	0.56	-1.99	-0.13	0.33	-1.3	9.77	269.69
338	1.86	-5.11	-2.56	0.27	-1.36	9.89	269.41
339	2.36	-5.17	-3.02	0.67	-1.37	9.85	268.89
340	3.32	-2.13	-2.34	0.69	-1.24	9.82	268.7
341	4.81	-2.97	-1.52	0.56	-1.39	9.62	269.63
342	7.13	-2.93	-1.27	0.91	-1.23	9.6	268.18
343	5.21	-4.72	-3	0.96	-1.09	9.85	268.46
344	3.79	1.19	-2.01	1.06	-1.08	9.84	268.6
345	3.68	3	-1.88	0.57	-0.86	9.76	268.42
346	-3.12	-4.55	-1.01	-0.25	-0.89	9.89	269.69
347	-5.66	-8.73	-1.83	0.73	-0.88	9.75	267.86
348	-11.07	-10.26	-2.92	0.95	-0.82	10.05	268.15
349	-21.87	-9.45	-3.5	0.22	-1.36	11.18	265.76
350	-12.63	-43.09	11.08	1.59	-0.68	10.91	265.17
351	-5.66	-35.11	-6.37	1.75	0.08	10.28	262.62
352	-23.53	-33.1	-30.06	2.1	1.03	10.04	259.24
353	-30.66	-26.7	-49.49	0.79	1.04	9.14	255.47
354	-37.9	-17.88	-39.45	0.11	-0.17	11.91	252.97
355	-35.96	-10.54	-3.54	0.35	-1.79	12.44	252.61
356	-40.99	-0.36	19.63	3.83	-1.83	11.84	250.88
357	-51.85	-21.31	-0.36	2.47	-3.08	12.26	248.66
358	-50.15	-21.45	14.72	2.45	-2.82	11.08	244.46
359	-33.31	-20.1	15.86	1.91	-2.4	9.3	246.12
360	-6.41	-10.34	12.87	2.72	-1.46	8	246.56
361	32.44	3.57	11.87	1.64	-1.01	7.53	247.37
362	57.73	8.65	2.52	1.63	-1.22	8.13	247.3
363	87.13	16.34	3.28	1.32	-1.58	7.99	253.38
364	101.2	25.8	14.2	1.34	-1.69	8.42	257.15
365	115.15	25.88	2.21	3.24	-2.37	8.84	258.83
366	116.75	25.97	2	0.98	-2.74	8.24	261.58
367	108.11	29.22	19.33	1.23	-2.51	8.85	264.38
368	100.59	32.86	22.71	2.11	-1.89	7.65	267.15
369	89.6	30.48	21.17	0.78	-1.39	7.47	267.81
370	71.64	38.57	28.17	2.22	-0.78	8.18	269.54
371	19.6	19.75	36.03	0.28	-0.27	11.59	272.17
372	27.68	27.19	35.61	1.39	0.94	9.45	273.18
373	16.18	12.96	11.36	0.55	3.31	9.43	274.44
374	12.4	13.25	16.45	-0.56	3.21	8.9	274.17
375	-0.96	15.53	37.58	1.07	2.56	9.61	274.73
376	-0.75	10.91	28.12	1.64	3.59	9.53	275.11
377	-14.94	9.85	18.63	0.23	2.8	10.15	275.4
378	-17.62	6.69	15.09	0.13	3.21	9.8	275.73
379	-25.72	5.28	22.95	-0.08	3.53	9.01	276.82
380	-46.94	20.01	36.61	-0.17	2.76	9.7	277
381	-43.06	12.05	40.13	0.41	3.58	9.4	277.83
382	-67.1	22.71	38.43	0.15	4.03	6.58	278.51
383	-122.75	17.6	20.7	2.39	1.6	12	279.43
384	-91.8	14.11	0.2	0.79	-0.94	10.29	282.22
385	-73.25	1.87	0.97	0.17	-1.54	10.46	282.87
386	-56.52	-0.95	-2.43	0.05	-1.24	12.41	282.77
387	-28.59	-3.05	-4	-0.88	-1.54	10.38	283.74
388	-8.26	-4.79	-0.72	-0.14	-1.65	10.41	282.85
389	-0.18	-6.81	-0.73	-0.55	-1.44	9.71	282.94
390	1.92	-11.42	-3.58	-0.05	-1.48	10.06	283.09
391	3.13	-10.12	-3.25	0.3	-1.41	9.99	282.15
392	4.78	-4.49	-2.69	0.16	-1.16	9.85	281.06
393	4.48	-1.87	-2.48	0.3	-1.21	9.84	281.63
394	5.03	-1.1	-3.01	0.07	-1.15	9.72	281.25
395	3.08	-0.95	-2.07	0.01	-1.04	9.57	281.64
396	2.8	-4.66	-2.06	0.08	-1.1	9.77	281.52
397	0.49	-8.44	-2.06	0.2	-1.29	9.99	281.55
398	1.16	-7.44	-1.85	0.11	-1	9.8	280.46
399	-0.09	-9.45	-1.49	0.34	-1.13	9.8	280.45
400	0.14	-7.39	-1.36	0.28	-1.11	9.78	279.11
401	1.37	-5.98	-1.75	0.37	-1.09	9.8	279.87
402	1.45	-4.18	-2.1	0.5	-1.19	9.89	278.96
403	2.34	-2.98	-2.26	0.39	-1.18	9.95	279.59
404	2.59	-0.74	-2.25	0.06	-1.23	10.04	279.22
405	4.54	-5.75	-2	0.11	-1.07	9.96	279.82
406	4.61	-9.21	-1.63	0.65	-0.97	9.87	279.05
407	5.9	-5.69	-0.75	0.89	-1.08	10.01	278.96
408	5.28	-2.21	-1.51	0.65	-0.73	9.31	278.76
409	-4.08	-5.91	-3.75	0.98	-0.9	9.56	278.38
410	-6.57	-11.27	-3.28	0.46	-0.94	10.12	277.25
411	-9.83	-15.3	-6.95	-0.14	-0.38	9.88	277.02
412	-18.72	-45.72	-4.25	1.64	0.48	10.94	276.13
413	-22.75	-21.59	-17.2	1.1	0.39	10.27	272.34
414	-31.12	-16.09	-24.4	1.34	0.11	10.84	271.23
415	-22.76	-14.66	-24.72	0.6	-0.11	10.84	269.56
416	-13.97	-3.36	-11.1	1.01	-0.4	11.47	269.03
417	0.38	-0.88	-5.76	1.63	-0.51	10.46	268.23
418	3.55	-1.78	-6.73	1.28	-1.27	10.37	269.04
419	8.12	0.86	-3.82	2.1	-1.65	11.07	268.69
420	15.08	5.2	-11.02	1.53	-1.75	9.19	269.67
421	12.64	5.2	-10.57	1.48	-1.63	9.9	269.55
422	18.7	13.27	-6.77	1.44	-1.44	9.03	269.35
423	24.16	13.65	-2.12	1.45	-1.17	8.82	270.84
424	30.36	12.07	-0.67	1.3	-0.81	9.14	271.03
425	46.14	11.62	2.67	1.07	0	8.07	271.83
426	54.2	16.77	5.8	0.82	0.02	8.01	271.34
427	64.56	20.56	7.46	1.07	-1.13	8.15	274.18
428	58.84	25.5	21.97	0.94	-2.11	8.5	274.96
429	54.45	18.04	27.73	1	-2.1	8.62	275.65
430	40.63	16.09	37	1.09	-2.06	7.95	277.28
431	17.67	13.21	33.55	1.29	-0.73	9.16	276.75
432	14.91	-2.17	14.92	0.63	-0.35	9.94	277.23
433	14.37	-0.72	13.75	0.06	0.78	9.07	276.05
434	4.96	4.94	11.92	0.63	1.69	9.29	277.11
