-0.181841 -0.717795 -9.55146 -2.52875 -3.80625 1.02375 -0.159923 -0.869667 0.329153
0.363683 0.440248 -9.66631 1.77625 -4.76875 -1.1725 -0.159914 -0.869672 0.329161
-0.813501 -0.31583 -10.5468 4.3575 1.56625 -0.175 -0.159917 -0.86967 0.32916
-0.890066 0.382824 -10.1066 0.2975 -2.9925 -0.7175 -0.159915 -0.86967 0.329161
-0.306259 -1.23461 -9.60889 -7.28 -7.945 -8.925 -0.159908 -0.869667 0.329158
-2.36394 0.583807 -9.2452 2.4325 5.11875 1.46125 -0.159921 -0.869666 0.32916
-2.17253 1.70357 -10.0491 0.39375 6.86875 0.23625 -0.159915 -0.869666 0.32916
-0.765648 0.382824 -9.963 -1.14625 0.4025 1.05 -0.159917 -0.869673 0.329159
-0.650801 -0.985772 -10.1736 -0.32375 -2.63375 -0.16625 -0.159918 -0.869673 0.329159
-0.133988 -0.382824 -9.92472 0.18375 0.06125 0.525 -0.159928 -0.869673 0.329152
-0.114847 -0.46896 -10.0874 0.09625 -1.6625 -2.6775 -0.15993 -0.86967 0.329161
-0.277548 -0.1627 -9.71416 0.95375 0.0175 1.00625 -0.15993 -0.869672 0.329159
-1.98112 1.84713 -9.64717 -0.72625 0.1225 0.62125 -0.159931 -0.869664 0.329152
-0.334971 0.1627 -9.67588 0.13125 -2.6075 -0.65625 -0.159932 -0.869673 0.32916
-0.143559 -0.354112 -9.89601 0.21875 -2.0125 -2.205 -0.15993 -0.869673 0.329151
-0.31583 -0.191412 -9.77159 0.48125 -1.12 -0.62125 -0.159931 -0.869671 0.32916
-0.105277 0.0574236 -9.8003 0.1925 -0.07 -2.44125 -0.159931 -0.869665 0.329161
0.0287118 -0.507242 -9.93429 0.14 0.1575 -1.49625 -0.15993 -0.869672 0.32916
-0.095706 -0.248836 -9.97257 -2.94875 -2.82625 0.0525 -0.159931 -0.869672 0.329151
0.401965 0.612519 -11.6091 3.92875 0.2625 1.085 -0.159923 -0.86967 0.32916
-0.0287118 -0.689084 -12.193 -0.105 -8.4525 -0.81375 -0.159923 -0.869668 0.329159
0.392395 1.08148 -9.65674 -9.24 -6.72 -3.82375 -0.159908 -0.869689 0.329154
-1.70357 3.05302 -9.11122 -3.14125 -2.02125 -2.0125 -0.159907 -0.8697 0.329151
-0.775219 1.86627 -7.48421 -10.8238 -12.0313 -10.1675 -0.15991 -0.869714 0.329157
-4.12493 5.34997 -6.50801 -6.615 10.5088 7.00875 -0.15992 -0.869723 0.329156
-1.19633 5.33083 -5.37868 -4.40125 -4.5325 -1.81125 -0.15991 -0.869736 0.329157
-1.33988 4.97671 -7.23538 4.0775 -5.22375 0.13125 -0.159923 -0.869728 0.32915
-1.01448 4.34505 -9.30263 7.105 0.74375 0.245 -0.15993 -0.869706 0.329154
0.296689 3.41671 -9.43662 4.48875 -2.98375 0.25375 -0.159926 -0.869697 0.329155
-0.593377 2.59363 -10.1544 -0.875 2.79125 3.29875 -0.159925 -0.869701 0.329154
-0.401965 1.93326 -9.52275 3.43 -5.915 -2.00375 -0.159915 -0.869683 0.329165
-0.363683 1.55044 -9.75245 0.62125 -2.16125 -2.4325 -0.159923 -0.86969 0.329165
-1.11976 0.976202 -10.0587 3.2375 -0.63 2.4325 -0.159921 -0.869677 0.329167
-0.966631 0.890066 -10.0013 0.595 3.05375 -0.25375 -0.159919 -0.869675 0.329166
-0.354112 0.612519 -10.2405 -0.4025 -5.32 -2.79125 -0.159909 -0.869681 0.329154
-0.516813 0.47853 -10.097 -0.595 -2.73875 -3.00125 -0.159909 -0.86968 0.329153
0 0.210553 -10.2884 -0.39375 -2.275 -1.19875 -0.15992 -0.869679 0.329153
-0.296689 0.114847 -9.5706 -0.875 -4.7075 -0.37625 -0.159919 -0.86968 0.329152
-0.354112 0.114847 -10.2501 0.875 0.0525 0.34125 -0.159919 -0.86968 0.329152
-0.363683 -0.047853 -9.81944 0.735 -2.31 0.42875 -0.159921 -0.869666 0.329152
-0.248836 0.229695 -10.1161 0.84 0.14 0.41125 -0.159921 -0.869667 0.329152
-0.46896 -0.200983 -9.88643 1.07625 -2.93125 0.4025 -0.159921 -0.869679 0.329153
-0.095706 0.0382824 -9.8003 0.48125 -2.94875 -2.24875 -0.159921 -0.869668 0.329154
-0.430677 -0.172271 -9.95343 0.455 0.07875 0.56875 -0.159922 -0.869665 0.329161
-0.0861354 0.220124 -9.86729 -2.58125 -2.14375 -2.45 -0.159923 -0.869667 0.329161
-0.258406 -0.047853 -9.963 0.48125 -2.8 0.00875 -0.159914 -0.869668 0.329152
-0.133988 -0.229695 -9.92472 0.4725 -2.45 0.06125 -0.159922 -0.869666 0.32916
-0.287118 -0.047853 -10.0109 0.20125 0.3675 0.58625 -0.159921 -0.869668 0.32916
-0.210553 -0.15313 -9.92472 0.21875 -2.3275 0.27125 -0.159922 -0.869664 0.329152
0.0287118 -0.220124 -10.0874 0.25375 -2.40625 0.4375 -0.159914 -0.869664 0.32916
1.99069 0.0861354 -10.5085 3.01 -3.45625 -6.78125 -0.159922 -0.869671 0.329151
3.05302 0.832643 -12.7289 10.0713 -6.93 -9.91375 -0.159929 -0.869669 0.329153
-0.401965 -2.12467 -8.90066 -1.95125 0.91 -0.2625 -0.159933 -0.869667 0.329152
0.325401 -0.0095706 -10.3075 0.06125 5.25 2.5025 -0.159933 -0.869664 0.32916
2.5075 -0.354112 -10.0874 -1.925 -4.3925 -1.54875 -0.159941 -0.869667 0.329161
0.985772 1.8567 -8.89109 -7.63875 -3.49125 -8.81125 -0.159939 -0.869675 0.329154
-1.33988 1.29203 -8.9868 -6.86875 1.21625 0.23625 -0.15994 -0.86969 0.329153
0.0765648 0.669942 -7.57992 -5.71375 -7.74375 -0.65625 -0.159924 -0.869686 0.329151
-0.660372 1.87584 -9.01551 2.82625 1.63625 2.485 -0.159925 -0.869692 0.329152
0.0574236 1.40688 -10.8052 -0.20125 2.44125 -0.37625 -0.159926 -0.869689 0.329153
0.698654 0.870925 -10.2884 0.8575 2.17875 -0.9975 -0.159938 -0.869679 0.329152
2.47879 1.23461 -10.4894 -0.175 -6.93 -3.42125 -0.159928 -0.869679 0.329151
0.842213 0.0861354 -9.18778 1.30375 -5.005 0.4375 -0.159926 -0.869667 0.329152
1.18675 0.535954 -10.3841 3.22875 -1.67125 -0.1925 -0.159933 -0.869665 0.329153
0.717795 0.200983 -9.55146 -1.93375 -4.305 -1.65375 -0.15993 -0.869673 0.329153
-0.535954 -0.0095706 -9.6376 0.77 2.0475 2.5375 -0.15993 -0.869672 0.329153
-0.220124 0.133988 -9.93429 -1.30375 -2.17875 0.27125 -0.159916 -0.869659 0.329152
0.248836 -0.708225 -9.92472 1.05 -4.34 -3.21125 -0.159914 -0.869659 0.329158
0.133988 -0.15313 -9.46533 0.39375 -2.59875 -2.2925 -0.159923 -0.86967 0.329159
-0.0861354 0.0574236 -9.64717 -1.05875 0.6125 -1.5225 -0.159915 -0.86967 0.329158
0.459389 0.181841 -10.1927 -0.3325 -2.75625 -2.87 -0.159917 -0.869659 0.329159
0.669942 -0.95706 -9.86729 -0.72625 -3.535 -1.645 -0.159923 -0.869671 0.32916
-0.363683 -0.756078 -9.89601 -1.12 -0.595 -1.05875 -0.159915 -0.86967 0.329159
0.0669942 -0.756078 -9.94386 -2.35375 0.595 -0.00875 -0.159916 -0.869671 0.32916
0.0669942 -0.698654 -9.97257 0.14 0.6125 0.6125 -0.159916 -0.869658 0.329161
-0.0574236 -1.58872 -9.78116 -2.5375 0.48125 0.02625 -0.159915 -0.869671 0.329152
-0.325401 -0.0574236 -10.1544 -4.2875 -1.56625 -1.12 -0.159922 -0.869667 0.329154
-0.0382824 -0.248836 -9.90558 0.105 -2.485 -2.835 -0.159916 -0.869666 0.329153
0.105277 -0.114847 -9.82901 -2.17875 -2.5025 -2.6075 -0.159915 -0.869666 0.329151
-0.756078 0.172271 -10.231 0.16625 -2.37125 -3.03625 -0.159922 -0.869666 0.329152
-0.63166 -0.0095706 -9.97257 -0.105 0.3675 -1.225 -0.159921 -0.869679 0.329153
-0.622089 -0.0095706 -9.99171 0 -2.6075 -0.00875 -0.15992 -0.869667 0.329154
-0.459389 0.191412 -10.0109 0.105 -2.61625 0.035 -0.159922 -0.869668 0.329151
-0.421107 0.0669942 -9.97257 0.28 -2.2225 -2.23125 -0.159921 -0.869679 0.329159
-0.440248 3.321 -9.61846 0.18375 0.06125 -2.37125 -0.159922 -0.86968 0.32916
